variety_maturity_days,variety_max_yield,variety_avg_yield,land_area_ha,fertilizer_kg_ha,historical_yield_tons_ha,temperature_avg,rainfall_mm,humidity_avg,yield_class,yield_tons_ha,variety_Angelica (NSIC Rc122),variety_NSIC 2016 Rc 456H (Mestiso 78),variety_NSIC RC 402 (Tubigan 36),variety_NSIC Rc 480,variety_NSIC Rc 486 (Mestiso 80),variety_NSIC Rc 512 (Tubigan 44),variety_NSIC Rc 534 (Salinas 29),variety_NSIC Rc 666H,variety_NSIC Rc124H (MESTISO 4),variety_NSIC Rc132H (MESTISO 6),variety_NSIC Rc160 (Tubigan 14),variety_NSIC Rc204H (Mestiso 20),variety_NSIC Rc216 (Tubigan 17),variety_NSIC Rc222 (Tubigan 18),variety_NSIC Rc234H (MESTISO 27),variety_NSIC Rc440(Tubigan 39),variety_PSB Rc18 (Ala),variety_PSB Rc72H (Mestiso),classification_Hybrid,classification_Inbred,soil_type_Clay,soil_type_Clay Loam,soil_type_Sandy Loam,soil_type_Silty Clay,season_Dry,season_Wet,seeding_method_Direct Seeded,seeding_method_Transplanted
111,11.7,6.4,3.93,107.6,7.68,28.29,256.2,76.5,High,8.937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
112,11.7,6.7,5.55,161.6,7.99,30.45,247.2,75.7,High,7.802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
115,9.8,6.5,0.64,63.1,7.71,25.35,254.8,80.4,High,8.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
112,11.7,6.7,4.42,95.4,7.99,32.58,155.7,71.7,High,7.937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
123,9.9,5.4,2.85,104.3,5.93,28.26,257.1,64.3,High,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
114,10.0,6.1,1.51,158.8,6.26,28.33,135.0,84.6,High,7.934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
114,14.0,5.5,5.9,135.7,5.71,25.54,200.6,81.9,High,6.474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
113,8.7,5.9,3.38,105.9,6.66,28.42,182.6,76.0,High,7.342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
113,8.7,5.9,4.04,161.7,6.46,24.34,305.7,91.9,High,7.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
115,9.8,6.5,1.38,111.7,7.64,24.9,204.1,89.8,High,8.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
107,4.4,3.2,3.5,126.7,4.26,29.13,303.6,94.8,High,3.955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
113,13.9,6.5,1.13,146.9,7.97,32.78,109.6,76.7,High,8.175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
110,6.79,5.22,4.65,150.1,5.59,28.39,211.4,73.9,High,6.549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
113,10.2,5.6,3.1,140.4,5.77,27.9,212.4,74.1,High,6.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
107,14.0,5.5,5.27,134.2,6.85,25.88,261.8,89.1,High,6.773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
123,8.1,5.1,4.93,151.7,5.08,28.32,127.9,76.4,High,6.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
118,9.1,5.7,0.68,170.0,5.82,26.45,262.0,88.9,High,7.155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
113,8.7,5.9,3.01,150.4,6.4,27.23,281.8,90.5,High,7.015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
112,11.7,6.7,4.62,123.0,7.74,25.47,307.6,66.5,High,7.288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
105,10.1,5.6,5.18,120.5,6.55,29.86,278.7,84.2,High,6.684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
118,9.1,5.7,1.35,130.0,6.91,29.07,82.7,93.8,High,6.661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
105,10.1,5.6,4.58,163.6,5.9,25.3,234.9,72.8,High,6.988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
115,9.8,6.5,3.55,160.0,6.88,25.8,213.5,93.0,High,7.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
123,9.9,5.4,1.03,159.2,6.33,27.92,94.4,86.8,High,6.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
107,14.0,5.5,2.22,171.9,6.1,31.77,247.4,85.5,High,8.115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
113,10.2,5.6,5.7,149.4,6.59,24.75,135.0,68.3,High,6.991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
114,10.0,6.1,5.12,145.5,7.26,25.73,253.6,65.7,High,6.874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
110,6.79,5.22,4.68,131.2,5.9,25.33,194.7,78.8,High,6.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
105,10.1,5.6,1.32,177.4,5.64,28.61,234.1,72.5,High,6.322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
107,4.4,3.2,3.14,121.3,3.86,29.84,162.3,85.9,High,3.076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
105,10.1,5.6,0.88,168.4,6.19,29.92,31.0,91.5,High,6.652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
105,10.1,5.6,0.71,118.6,6.42,20.95,193.5,83.2,High,7.012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
107,14.0,5.5,2.5,104.4,7.22,26.34,130.3,77.6,High,6.137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
115,9.8,6.5,3.24,141.3,7.38,26.45,121.0,86.4,High,7.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
107,14.0,5.5,4.67,168.7,5.71,25.26,210.4,90.9,High,6.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
112,9.7,6.0,2.76,165.4,7.54,25.91,154.2,71.0,High,8.044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
113,8.7,5.9,5.36,146.8,7.3,24.62,107.5,71.5,High,6.915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
115,9.8,6.5,3.46,79.4,7.91,30.68,77.1,76.5,High,8.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
107,4.4,3.2,3.46,114.2,3.27,26.18,182.3,78.7,High,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
110,6.79,5.22,1.93,158.7,6.01,28.42,112.6,68.7,High,6.463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
123,9.9,5.4,5.87,161.1,6.89,30.62,247.5,81.9,High,6.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
109,10.8,5.5,3.93,178.0,5.38,24.64,245.3,74.2,High,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
118,9.1,5.7,2.79,70.4,6.73,28.83,142.6,59.3,High,7.156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
123,8.1,5.1,2.77,174.9,5.83,27.71,172.1,82.3,High,5.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
130,6.7,3.1,1.25,175.8,2.9,26.23,75.9,74.5,High,3.249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
113,10.2,5.6,1.57,148.3,5.88,25.53,197.8,65.8,High,6.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
112,9.7,6.0,5.98,140.8,6.32,29.12,170.9,75.2,High,6.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
131,6.7,3.1,1.27,160.8,3.33,23.39,199.0,84.7,High,2.638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
123,8.1,5.1,5.1,157.4,6.16,26.95,197.1,96.1,High,6.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
115,9.8,6.5,4.45,170.5,6.75,27.88,148.8,98.4,High,7.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
113,8.7,5.9,1.11,41.0,7.15,28.94,214.9,71.3,High,6.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
118,9.1,5.7,5.93,159.6,5.82,25.8,243.4,75.2,High,6.458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
112,9.7,6.0,1.74,81.6,7.32,21.37,317.7,78.4,High,7.635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
114,10.0,6.1,4.69,97.8,7.97,28.02,33.0,83.4,High,7.705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
114,14.0,5.5,4.75,76.7,6.23,27.34,256.7,76.7,High,7.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
107,4.4,3.2,1.0,115.0,3.22,26.16,161.3,86.0,High,3.891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
110,6.79,5.22,4.15,109.5,5.89,30.11,241.2,79.6,High,6.331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
109,10.8,5.5,1.8,169.7,6.26,27.35,275.4,94.5,High,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
107,14.0,5.5,4.56,172.8,5.88,25.44,94.9,89.4,High,6.999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
112,11.7,6.7,1.44,130.7,7.37,26.41,189.1,69.9,High,7.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
131,6.7,3.1,5.52,167.2,3.53,28.15,79.3,78.0,High,4.214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
114,14.0,5.5,1.96,98.8,6.17,30.01,187.8,73.1,High,7.215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
130,6.7,3.1,1.28,108.9,3.42,31.89,180.4,78.3,High,4.067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
109,10.8,5.5,1.2,138.5,5.6,25.9,221.0,77.2,High,5.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
118,9.1,5.7,5.93,162.4,5.73,28.39,153.6,89.6,High,7.337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
118,9.1,5.7,2.21,127.9,6.78,29.19,322.6,83.9,High,6.774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
114,10.0,6.1,0.88,175.4,6.16,24.15,218.0,83.5,High,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
115,9.8,6.5,3.36,143.3,7.57,29.43,181.2,56.3,High,7.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
113,8.7,5.9,1.19,143.6,6.4,25.7,306.7,74.3,High,7.211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
123,9.9,5.4,4.24,113.0,6.05,29.23,302.9,86.0,High,7.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
112,9.7,6.0,4.44,77.7,6.82,27.66,169.3,79.8,High,6.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
113,8.7,5.9,4.56,120.6,6.55,27.05,214.5,69.4,High,6.182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
111,11.7,6.4,4.93,156.9,6.91,25.35,304.5,77.4,High,7.243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
113,10.2,5.6,1.15,129.3,5.82,26.49,235.9,85.8,High,7.518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
104,9.3,5.7,2.31,149.9,6.62,33.12,95.1,68.9,High,6.072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
123,8.1,5.1,0.42,98.4,6.02,29.56,115.8,78.2,High,6.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
118,9.1,5.7,2.3,59.1,7.43,27.88,191.5,53.1,High,7.798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
112,11.7,6.7,2.65,88.8,7.81,27.92,207.2,82.9,High,8.399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
123,8.1,5.1,1.72,138.8,5.95,25.16,206.6,98.7,High,6.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
111,11.7,6.4,2.1,67.2,7.7,25.69,186.2,82.1,High,8.074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
110,6.79,5.22,4.64,89.2,6.14,29.08,238.5,67.4,High,5.943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
123,9.9,5.4,0.89,146.7,7.26,28.84,236.6,80.3,High,7.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
113,10.2,5.6,2.1,99.0,6.14,25.74,184.1,80.7,High,6.798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
122,8.2,5.6,0.41,124.0,6.13,29.82,159.6,93.8,High,6.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
114,10.0,6.1,5.12,126.5,6.62,25.54,255.1,68.6,High,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
123,9.9,5.4,0.34,177.5,5.77,26.49,382.2,76.4,High,7.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
107,8.2,5.6,2.61,66.7,7.32,29.99,354.2,88.4,High,6.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
109,10.8,5.5,1.32,156.0,5.79,26.96,88.8,81.1,High,7.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
107,4.4,3.2,0.57,130.6,3.32,27.3,151.4,58.0,High,3.857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
113,13.9,6.5,4.15,160.4,6.66,28.53,206.8,78.1,High,8.304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
107,8.2,5.6,0.47,147.9,6.2,25.14,126.0,83.7,High,6.655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
109,10.8,5.5,1.1,151.6,6.09,31.33,126.8,55.1,High,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
118,9.1,5.7,1.64,165.8,5.96,27.55,298.4,76.2,High,6.578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
114,10.0,6.1,1.5,179.4,6.92,25.48,237.1,73.4,High,7.804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
122,8.2,5.6,4.15,98.0,6.52,25.86,276.0,73.5,High,6.855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
111,11.7,6.4,2.86,157.5,6.65,25.34,170.0,84.5,High,7.795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
118,9.1,5.7,5.75,150.8,6.57,25.21,209.8,88.3,High,7.499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
112,9.7,6.0,4.54,177.9,7.01,27.51,87.6,76.1,High,7.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
106,7.9,5.7,0.86,118.5,6.5,24.4,241.8,82.1,High,6.827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
105,10.1,5.6,3.03,127.4,7.19,23.18,206.1,74.0,High,6.893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
115,9.8,6.5,0.64,179.5,7.62,28.69,214.0,82.1,High,8.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
113,13.9,6.5,0.61,173.2,6.49,28.28,238.6,86.9,High,7.263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
130,6.7,3.1,1.48,153.2,2.88,28.95,216.7,73.7,High,3.576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
107,4.4,3.2,4.85,123.4,3.29,29.02,52.6,91.0,High,2.995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
113,8.7,5.9,3.6,121.3,6.71,28.49,274.2,69.5,High,7.304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
110,6.79,5.22,4.25,73.8,6.07,26.32,165.5,95.1,High,6.304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
114,10.0,6.1,5.14,126.3,6.5,26.34,163.8,81.7,High,7.978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
131,6.7,3.1,1.46,149.6,2.75,23.85,198.9,77.6,High,3.957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
111,11.7,6.4,0.49,132.9,7.23,25.53,167.4,81.9,High,8.319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
115,9.8,6.5,1.28,157.5,7.14,26.52,176.0,65.4,High,7.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
123,9.9,5.4,3.23,178.5,5.2,27.33,154.3,79.5,High,6.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
105,10.1,5.6,4.44,137.0,6.69,30.21,328.3,82.2,High,6.924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
123,9.9,5.4,4.05,166.5,6.47,27.17,202.4,92.6,High,7.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
107,4.4,3.2,3.96,78.5,4.49,28.39,84.7,63.6,High,3.789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
123,9.9,5.4,4.29,169.8,5.58,24.14,148.2,92.0,High,7.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
130,6.7,3.1,1.66,143.4,3.13,26.01,84.7,74.0,High,3.647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
123,8.1,5.1,0.38,128.2,5.42,30.84,217.7,56.6,High,6.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
104,9.3,5.7,3.24,175.2,6.86,28.51,304.0,79.7,High,6.543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
114,10.0,6.1,3.96,76.9,7.04,25.72,207.5,59.6,High,8.451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
131,6.7,3.1,0.4,101.7,2.98,27.27,149.1,73.4,High,3.027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
110,6.79,5.22,1.49,176.8,5.06,26.77,183.1,86.3,High,6.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
123,8.1,5.1,0.51,124.5,6.13,24.32,229.0,58.7,High,5.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
105,10.1,5.6,4.85,136.5,6.53,29.32,233.5,68.1,High,6.832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
112,11.7,6.7,3.54,143.7,7.24,26.5,193.0,75.4,High,8.122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
109,10.8,5.5,5.25,112.8,6.2,31.3,189.8,89.4,High,6.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
112,9.7,6.0,5.53,178.1,6.02,26.32,301.1,75.4,High,6.426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
118,9.1,5.7,4.33,174.2,6.1,28.91,323.9,86.9,High,6.529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
115,9.8,6.5,5.45,149.9,7.18,30.34,302.8,78.7,High,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
104,9.3,5.7,3.43,167.8,6.52,32.26,127.2,67.9,High,6.905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
110,6.79,5.22,3.64,176.3,5.48,30.46,41.4,68.0,High,5.902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
123,8.1,5.1,1.29,149.4,5.42,24.33,225.5,79.5,High,6.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
113,8.7,5.9,4.13,178.5,6.78,20.42,193.0,76.6,High,7.642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
118,9.1,5.7,5.62,73.4,7.28,25.57,80.7,81.6,High,7.409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
107,8.2,5.6,1.72,164.7,6.53,26.59,214.8,77.7,High,6.781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
123,8.1,5.1,0.85,176.2,5.33,25.96,85.9,82.9,High,6.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
131,6.7,3.1,0.86,130.4,2.9,31.16,232.8,81.4,High,3.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
106,7.9,5.7,4.25,162.8,6.0,27.03,142.8,83.2,High,7.573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
123,9.9,5.4,2.38,76.0,6.78,28.76,269.7,78.9,High,6.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
109,10.8,5.5,3.03,165.4,5.45,25.55,170.4,67.9,High,7.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
107,4.4,3.2,3.97,134.4,2.97,26.65,228.6,75.6,High,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
